resposta_correta_pergunta_1,entidade
resposta_correta_pergunta_2,cores vivas,colorido,varias cores
sim_nao,nao,nope,no,nunca,nada,sqn
sim_nao,sim,sim,yes,claro,certeza,yeah,ya
